"VID","VESSEL_TYPE","VESSEL_NAME","IRCS","FLAG_STATE","VSL_FLAG_REG_NUM","GRT","LENGTH","COUNTRY_BUILT","SPEED","YEAR_BUILT","CREW_COUNT","ENGINE_POWER","POWER_UNITS","FUEL_CAPACITY","SATELLITE_COMMS","BRINE","BLAST","COILS","DAILY_CAPACITY","ICE","SEA","BRINE2","AIR","STORAGE_CAPACITY","CHANGE_DETECTED","NOTES","CREATED_BY_USER_ID","CREATED_DATETIME","UPDATED_BY_USER_ID","UPDATED_DATETIME","CONTACTS_FAX","CONTACTS_PHONE","CONTACTS_EMAIL","APPROVED_ALC","INMARSAT_NUMBER","RL_LENGTH","LP_LENGTH","ENGINE_MODEL","STORAGE_CAP_UNITS_CODE","MMSI_NUMBER","PORT_REGISTRY_ID","REGISTERED_DATE","DEREGISTERED_DATE","PARALLEL_REG_CODE","BUILDER_NAME","NET_TONNAGE","DEAD_WEIGHT","MOULDED_DEPTH","BEAM","IMO","WCPFC_ID"
"25528","Longline","YAMATO 28","JRJP","JP","MG1-1758","349.0000","45.2500","JP","11.0000","1990","21","950.0000","","242.0000","0","0","0","1","5.0000","0","0","0","1","453.0000","0","","REG_DEV","23/2/1996 11:42:04","REG_DEV","30/11/2003 19:59:34","81-12000672","81-21200672","","1","443184010","","","","CM","","","","","","","","","","","",""
"25767","Single Purse Seine","WAKABA MARU NO.8","JRXI","JP","S011301","1094.0000","63.2400","JP","14.0000","1990","24","1985.0000","","420.0000","1","1","0","1","220.0000","0","0","0","1","1132.7300","0","Inmarsat Number: 443150310","REG_DEV","23/2/1996 11:42:07","GINIA.HAROLD","8/9/2015 13:28:51","343150340","343150310","tomimaru63jrxi@mailliner.com","1","443200076","57.80","55","NIIGATA 6M40CFX","CM","431503000","287","1/1/1989 00:00:00","","","Kabushiki Kaisha, Niigata Tekkosho","335.0000","","7.2600","12","8921406","1912"
"32812","Longline","TE YUN 33","","TW","CT4-2095","49.8500","18.4500","TW","12.5000","1990","6","600.0000","","37.6060","0","0","0","1","2.5000","1","0","0","1","93.9410","0","","REG_DEV","23/2/1996 11:44:38","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32814","Longline","RYOAN 38","JKKH","JP","MG1-1765","379.0000","55.1600","JP","11.0000","1990","23","1000.0000","","300.0000","0","0","0","1","8.0000","0","0","0","1","282.0000","0","","REG_DEV","23/2/1996 11:44:38","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32837","Longline","TAIWA 16","JEWH","JP","KO1-786","119.0000","31.2000","JP","8.5000","1990","15","800.0000","","200.0000","0","0","1","0","4.0000","0","0","0","1","161.5500","0","","REG_DEV","23/2/1996 11:44:41","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32843","Longline","ZUIHO 68","JLMF","JP","HK1-1179","409.0000","55.4500","JP","12.0000","1990","21","2600.0000","","341.0000","1","0","0","1","8.0000","0","0","0","1","515.0000","0","WAS PREVIOUSLY USING THE VID #26237 WHICH HAVE BEEN ERASED FROM RREG WHEN HP9000 CRASHED IN 1991.","REG_DEV","23/2/1996 11:44:42","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33071","Longline","CHOSHIN 18","JE3042","JP","MG1-1772","119.0000","31.6000","JP","11.5000","1990","16","592.0000","","120.0000","0","0","0","0","0.0000","1","0","1","0","51.5000","0","","REG_DEV","23/2/1996 11:45:11","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33087","Longline","FUKUSEKI 11","JISJ","JP","SO1-1077","379.0000","48.0300","JP","12.0000","1990","22","1850.0000","","330.0000","1","0","0","1","9.0000","0","0","0","1","250.0000","0","","REG_DEV","23/2/1996 11:45:13","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33090","Fish Carrier","KAPITAN KIRICHENKO","ULLK","SU","8832069","6989.0000","133.6500","SU","15.0000","1990","26","1400.0000","","1500.0000","1","0","0","0","0.0000","0","0","0","0","249.0000","0","","REG_DEV","23/2/1996 11:45:14","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33130","Longline","FU YUAN YU 043","BVGM","CN","990012","84.0000","23.2000","CN","9.0000","1990","10","184.0000","","17.0340","1","0","0","0","1.5000","1","0","0","0","40.0000","0","Last flag state reg.number: NY-210051, MY990012
Inmarsat Number: 441270312
Last vessel name: Zhong Yuan Yu 123","REG_DEV","23/2/1996 11:45:19","REG_DEV","30/11/2003 19:59:36","","","","1","441270312","","","","CM","","","","","","","","","","","",""
"33134","Longline","FU YUAN YU 040","BVGQ","CN","990015","94.0000","23.8500","CN","9.0000","1990","10","164.0000","","18.9270","1","1","0","0","1.5000","1","0","0","0","40.0000","0","Last flag state reg.number: NY210055
Inmarsat Number: 441270512
Last Vessel Name: Zhong Yuan Yu 128","REG_DEV","23/2/1996 11:45:20","REG_DEV","30/11/2003 19:59:36","","","","1","441270512","","","","CM","","","","","","","","","","","",""
"33135","Fish Carrier","LAKE CASTLE","D7NB","KR","JJR141016","3696.0000","108.0200","JP","13.6000","1990","20","3603.0000","","923.2000","0","0","0","1","","0","0","0","1","5310.0000","0","Old IRCS:  ""JNPX""
Old Flag Reg. No.: ""23414-YJ""","REG_DEV","23/2/1996 11:45:20","ALISA.VAVATAGA","13/3/2017 17:19:18","870-738-908-618","870-773-906-074","cas@dreamport.to","","","100.22","100","KOBE 7UEC 37LA","CM","440222000","970","10/4/2014 00:00:00","","","Shin Kochi Jyuko Co. Ltd","2160.0000","52.4600","9.7000","16.30","9004657","11009"
"33145","Longline","LU YUAN YU 830","BVBE","CN","Y-210043","87.0000","24.3000","CN","8.0000","1990","11","198.0000","","19.0000","0","0","0","0","","1","0","0","0","47.7000","0","Fuel capacity is 19 ton not kilolitre","REG_DEV","23/2/1996 11:45:21","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32407","Longline","ZHONG YUAN YU 983","","CN","YFZ 921003","97.0000","27.6000","CN","10.5000","1990","9","298.0000","","35.0000","0","0","0","0","0.0000","1","0","0","0","80.0000","0","","REG_DEV","23/2/1996 11:43:44","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32408","Longline","ZHONG YUAN YU 984","","CN","YFZ 921004","97.0000","27.6000","CN","10.5000","1990","9","298.0000","","35.0000","0","0","0","0","0.0000","1","0","0","0","80.0000","0","","REG_DEV","23/2/1996 11:43:44","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32409","Longline","ZHONG YUAN YU 985","","CN","YFZ 921005","97.0000","27.6000","CN","10.5000","1990","9","298.0000","","35.0000","0","0","0","0","0.0000","1","0","0","0","80.0000","0","","REG_DEV","23/2/1996 11:43:45","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32410","Longline","ZHONG YUAN YU 986","","CN","YFZ 921006","97.0000","27.6000","CN","10.5000","1990","9","298.0000","","35.0000","0","0","0","0","0.0000","1","0","0","0","80.0000","0","","REG_DEV","23/2/1996 11:43:45","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32412","Longline","DAIAN 1","JFBJ","JP","KO1-770","379.0000","55.1600","JP","9.0000","1990","21","1000.0000","","299.4000","0","0","0","1","8.3400","0","0","0","1","271.0900","0","","REG_DEV","23/2/1996 11:43:45","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32414","Longline","SHOFUKU 28","JRLX","JP","MG1-1762","379.0000","48.4000","JP","9.0000","1990","20","1000.0000","","300.0000","0","0","0","1","10.0000","0","0","0","1","300.0000","0","","REG_DEV","23/2/1996 11:43:45","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32416","Longline","TAIWA 78","JNKR","JP","KO1-782","379.0000","55.1600","JP","9.0000","1990","21","1000.0000","","303.0000","0","0","0","1","5.3000","0","0","0","1","270.0000","0","","REG_DEV","23/2/1996 11:43:46","GINIA.HAROLD","28/10/2006 14:42:41","343230640","343230610","","1","443230610","","","","CM","","","","","","","","","","","",""
"32943","Fish Carrier","KAPITAN PRYAKHA","P3VP6","CY","710851","7654.3101","133.7900","SU","14.5000","1990","22","3200.0000","","1551.0000","1","0","0","0","0.0000","0","0","0","0","0.0000","0","","REG_DEV","23/2/1996 11:44:55","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32947","Longline","DAE HWA 307","6NAF","KR","95124226260000","442.0000","55.2000","KR","12.5000","1990","25","1200.0000","","288.0000","0","0","0","1","5.0000","0","0","0","1","732.9900","0","Last Flag State Reg.number: BSO2-A2891.
Last Name of vessel CHANCE 105","REG_DEV","23/2/1996 11:44:55","GINIA.HAROLD","3/9/2008 11:02:42","872-763943932","872-763943930","Dh307@dreamport.to","1","444095034","49.78","49.50","SS-NIGATAI","CM","","","","","","","","","","","",""
"32964","Longline","NO.212 DONGWON","6NMC","KR","95100746260006","408.0000","56.0700","KR","11.5000","1990","25","1200.0000","","384.3300","1","0","0","1","8.0000","0","0","0","1","609.3700","0","Last flag regn no.BS02-A-2843","REG_DEV","23/2/1996 11:44:57","GINIA.HAROLD","25/5/2017 11:19:24","783111722","773110799","dw212@dreamport.to","1","444095067","49.91","","6MG 28AFTE","CM","440620000","710","9/7/2010 00:00:00","","","Daesun Dockyard","","446.0000","3.8400","8.80","8843111","2122"
"32969","Longline","NO.208 DONGWON","6NIM","KR","95100766260004","408.0000","56.0700","KR","11.4500","1990","25","1200.0000","","384.3300","0","1","0","0","8.0000","0","0","0","1","609.3700","0","Last Flag States Reg. Number: BS02-A-2857","REG_DEV","23/2/1996 11:44:58","GINIA.HAROLD","30/6/2015 15:46:48","762812746","762812744","dw208@dreamport.to","1","444057410","49.91","","6MG 28AFTE","CM","440574000","710","28/1/2011 00:00:00","","","Daesun shipbuilding co. Ltd","","453.0000","3.8400","8.80","9042013","2120"
"33024","Fish Carrier","NO.1 BARON","3FMM7","PA","4552114","4457.0000","120.7000","JP","13.5000","1990","25","4200.0000","","795.9100","1","0","1","0","0.0000","","","","1","6755.0298","0","Old IRCS is 3EZE7
Old Flag Reg. #: 18912-90
Former Flag of Registration - Panama","REG_DEV","23/2/1996 11:45:05","GINIA.HAROLD","5/10/2017 15:35:31","783122190","773121828","baron@dreamport.to","1","424699836","113.37","94.63","AKASAKA 6UEC37LA","CM","356636000","152","19/1/2014 00:00:00","","","Kyokuyo","2245.0000","5607.0000","10.0000","16.60","8911619","8871"
"32726","Longline","ZHONG YUAN YU 922","","CN","000911","98.0000","30.6500","CN","9.0000","1990","9","250.0000","","10.0000","0","0","0","1","6.0000","1","0","0","0","25.0000","0","","REG_DEV","23/2/1996 11:44:27","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32727","Longline","ZHONG YUAN YU 921","","CN","000910","98.0000","30.6500","CN","9.0000","1990","8","250.0000","","10.0000","0","0","0","1","6.0000","1","0","0","0","25.0000","0","","REG_DEV","23/2/1996 11:44:27","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32466","Longline","RYOEI 11","JFBH","JP","KO1-808","379.0000","55.1600","JP","11.5000","1990","13","1000.0000","","322.0000","0","0","0","1","8.8000","0","0","0","1","264.0000","0","","REG_DEV","23/2/1996 11:43:52","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32468","Longline","TOEI 8","JRSG","JP","KN1-713","439.0000","58.2900","JP","12.9000","1990","22","1500.0000","","327.0000","0","0","0","1","8.0000","0","0","0","1","550.0000","0","","REG_DEV","23/2/1996 11:43:53","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32474","Longline","ZHONG YUAN YU 413","","CN","YHZ941001","84.0000","34.0000","KR","10.0000","1990","16","450.0000","","60.0000","0","0","0","0","0.0000","1","0","0","0","25.0000","0","","REG_DEV","23/2/1996 11:43:53","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32475","Longline","ZHONG YUAN YU 414","","CN","YHZ941002","84.0000","34.0000","KR","10.0000","1990","16","450.0000","","60.0000","0","0","0","0","0.0000","1","0","0","0","25.0000","0","","REG_DEV","23/2/1996 11:43:53","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32476","Longline","ZHONG YUAN YU 415","","CN","YHZ941003","84.0000","34.0000","KR","10.0000","1990","16","450.0000","","60.0000","0","0","0","0","0.0000","1","0","0","0","25.0000","0","","REG_DEV","23/2/1996 11:43:54","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32477","Longline","ZHONG YUAN YU 161","","CN","YBH941001","76.0000","24.0000","CN","10.0000","1990","9","225.0800","","13.0000","0","0","0","0","0.0000","1","0","0","0","80.0000","0","","REG_DEV","23/2/1996 11:43:54","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32693","Longline","ZHONG YUAN YU 506","","CN","901243","49.0000","19.9500","CN","9.0000","1990","8","240.0000","","9.0000","0","0","0","0","0.0000","1","0","0","0","35.0000","0","","REG_DEV","23/2/1996 11:44:22","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32695","Longline","ZHONG YUAN YU 509","","CN","901246","51.0000","19.5000","CN","9.0000","1990","8","240.0000","","9.0000","0","0","0","0","0.0000","1","0","0","0","35.0000","0","","REG_DEV","23/2/1996 11:44:23","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32696","Longline","ZHONG YUAN YU 502","","CN","901239","49.0000","16.0000","CN","9.0000","1990","8","240.0000","","9.0000","0","0","0","0","0.0000","1","0","0","0","35.0000","0","","REG_DEV","23/2/1996 11:44:23","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32721","Longline","ZHONG YUAN YU 711","","CN","980008","76.0000","21.0000","CN","10.0000","1990","11","300.0000","","75.7000","1","1","0","0","1.5000","1","0","0","0","48.0000","0","Last flag state reg.number: 210178, Y210081.
Inmarsat Number: 441271112","REG_DEV","23/2/1996 11:44:26","REG_DEV","30/11/2003 19:59:36","","","","1","441271112","","","","CM","","","","","","","","","","","",""
"32580","Longline","ZHONG YUAN YU 631","","CN","YBH931007","99.0000","30.5000","CN","10.0000","1990","9","237.0000","","48.0000","0","0","0","0","0.0000","1","0","0","0","75.0000","0","","REG_DEV","23/2/1996 11:44:05","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32581","Longline","ZHONG YUAN YU 632","","CN","YBH931008","99.0000","30.5000","CN","10.0000","1990","9","237.0000","","48.0000","0","0","0","0","0.0000","1","0","0","0","75.0000","0","","REG_DEV","23/2/1996 11:44:05","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32649","Longline","ZHONG YUAN YU 622","","CN","YBH941008","99.0000","30.0500","CN","9.0000","1990","8","233.0000","","25.0000","0","0","0","1","4.0000","1","0","0","0","50.0000","0","","REG_DEV","23/2/1996 11:44:16","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32651","Longline","ZHONG YUAN YU 621","","CN","YBH941007","99.0000","30.0500","CN","9.0000","1990","8","237.0000","","25.0000","0","0","0","0","0.0000","1","0","0","0","50.0000","0","","REG_DEV","23/2/1996 11:44:17","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32043","Longline","YOKO MARU NO.35","","JP","ON20536","19.0000","15.6500","JP","7.0000","1990","8","160.0000","","30.0000","1","0","0","0","1.0000","0","1","0","0","32.0000","1","","REG_DEV","23/2/1996 11:43:03","ALISA.VAVATAGA","30/6/2016 17:46:53","","8816-4147-5567","","1","443200224","15.65","14.05","MITSUBISHI S6H-MTKL","CM","431680620","910","8/2/2013 00:00:00","","","Umazume Zousen Sho","19.0000","17.0000","2.1000","4.51","","527"
"32070","Longline","NISHO","","JP","OT2-3601","19.0000","16.2000","JP","8.5000","1990","7","190.0000","","30.0000","0","1","0","0","1.0000","0","0","1","0","25.0000","0","","REG_DEV","23/2/1996 11:43:06","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32123","Longline","YURYO 1","JI3084","JP","WK1-278","119.0000","30.0800","JP","10.0000","1990","14","800.0000","","130.0000","1","0","1","0","2.5000","0","0","0","1","100.0000","0","","REG_DEV","23/2/1996 11:43:14","REG_DEV","30/11/2003 19:59:34","","","","1","443125610","","","","CM","","","","","","","","","","","",""
"32129","Longline","NANKAI 1","JNKK","JP","KG1-231","379.0000","54.0700","JP","9.0000","1990","22","950.0000","","320.0000","0","0","0","1","6.0000","0","0","0","1","468.5000","0","","REG_DEV","23/2/1996 11:43:15","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32130","Longline","SHUNYO 158","8KIT","JP","HK1-1197","379.0000","57.3100","JP","12.3000","1990","21","1000.0000","","359.0000","0","0","0","1","4.8000","0","0","0","1","505.0000","0","","REG_DEV","23/2/1996 11:43:15","SENOVEVAM","31/8/2005 10:25:56","811204340","811204340","","1","443240210","49.98","49.90","AKASAKA K28SFD","CM","","","","","","","","","","","",""
"32132","Longline","RYOUN 22","8KIR","JP","HK1-1195","379.0000","54.7100","JP","9.0000","1990","17","1000.0000","","300.3100","0","0","0","1","8.9200","0","0","0","1","272.6700","0","","REG_DEV","23/2/1996 11:43:15","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32144","Longline","CHYUAN LIANG FA","","TW","CT4-2090","76.8300","18.3500","TW","11.0000","1990","10","600.0000","","35.3300","0","0","0","1","0.6000","1","0","0","1","80.5790","0","","REG_DEV","23/2/1996 11:43:16","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32197","Longline","DONGWON NO.216","6NMK","KR","95100756260005","408.0000","56.0700","KR","11.5000","1990","25","1200.0000","","384.3300","0","0","0","1","8.0000","0","0","0","1","548.9500","0","","REG_DEV","23/2/1996 11:43:21","REG_DEV","26/6/2013 17:49:24","762812819","762812817","Dw216@dreamport.to","1","444058297","49.91","49.90","6M28AFTE","CM","","710","7/4/2006 00:00:00","","","DAESUN SHIPBUILDING CO., LTD","","","3.8400","8.80","8843094","2123"
"32209","Longline","PANALOX 701","DTAB7","KR","95110296260009","442.0000","55.0900","KR","12.6500","1990","25","1200.0000","","382.7900","1","1","0","0","8.0000","0","0","1","0","590.8000","0","Last Country of Registration: PANAMA
Last Flag State Reg.numbers: 19300-91-A & 9407034-6210003
Last Radio Call Sign:  3EGR8","REG_DEV","23/2/1996 11:43:22","REG_DEV","25/6/2013 17:43:12","872344040291","872344040288","fishery@sla.co.kr","1","444094949","49.47","","HANSHIN LH28C","CM","44125100","710","21/12/1998 00:00:00","","","Shin A Shipyard","275.0000","485.0000","3.8500","9.20","9005297","2201"
"32210","Longline","CHANCE 101","DTAB4","KR","9511005-6260007","442.0000","49.7700","KR","12.0000","1990","30","1200.0000","","408.4500","0","0","0","1","5.0000","0","0","0","1","606.1600","0","Last Flag State Reg.number:  19298-91-A
Last Radio call sign:  3EGX8","REG_DEV","23/2/1996 11:43:23","SENOVEVAM","3/10/2005 14:08:22","872 763417386","872 764503420","","1","444095137","","","HANSHIN 6LH28RG","CM","","","","","","","","","","","",""
"32216","Longline","ORYONG NO.317","6MBV","KR","95030346210009","380.0000","53.3000","KR","11.0000","1990","25","1000.0000","","372.9500","0","0","0","1","7.0000","0","0","0","1","478.1100","0","OLD FLAG REG. NUMBER:  ""BS02-A2867""","REG_DEV","23/2/1996 11:43:23","ALISA.VAVATAGA","1/7/2016 15:52:13","783-122-296","773-120-712","or-317@dreamport.to","1","444095156","47.21","46.90","SS-NIIGATA 6M28AFTE","CM","440045000","710","21/9/1990 00:00:00","","","Dae Sun Shipbuilding & Engineering Co","235.0000","406.0000","3.7500","8.70","9042049","2167"
"31047","Longline","KASUGA 57","JLMJ","JP","HK1-1182","259.0000","40.7000","JP","9.0000","1990","20","1000.0000","","179.7400","0","0","0","1","6.6000","0","0","0","1","310.6300","0","","REG_DEV","23/2/1996 11:42:46","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"27813","Longline","JIN CHUAN JYI","BJ4070","TW","CT4-2070","78.1700","18.4000","TW","13.0000","1990","6","600.0000","","35.8320","0","0","0","0","3.0000","1","0","0","0","20.0000","0","","REG_DEV","23/2/1996 11:42:21","REG_DEV","30/11/2003 19:59:34","","886 7 8214618","","0","","","","","CM","","","","","","","","","","","",""
"27920","Longline","JIUN JYI FENG","","TW","CT4-2066","58.5400","16.4000","TW","9.0000","1990","8","545.0000","","19.9500","0","0","0","0","","1","0","0","0","71.7170","0","","REG_DEV","23/2/1996 11:42:22","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32226","Longline","AGNES 83","6LIW","KR","95124126260002","417.0000","56.0700","KR","11.5000","1990","25","1200.0000","","378.7900","0","0","0","1","8.0000","0","0","0","1","495.3000","0","Last Vessel Names: TAEBAEK 83, Jaiwon 83 
OLD FLAG REG. NO.:  ""BSO2-A2840""
Old Name of vessel:  Doo An 83.","REG_DEV","23/2/1996 11:43:24","GINIA.HAROLD","4/6/2015 15:52:38","872-764-06-3756","872-764-06-3754","Agnes83@hmt21.com","1","444095080","49.91","49.60","SSANG YOUNG NIIGATA","CM","441043000","710","14/7/2009 00:00:00","","","Daedong Shipbuilding Co. Ltd","","432.0000","3.8400","8.80","9012331","917"
"32236","Longline","AGNES 90","6LZM","KR","95040576210000","414.0000","56.3800","KR","11.5000","1990","25","1200.0000","","384.5000","1","0","0","1","8.0000","0","0","0","1","540.1200","0","OLD FLAG REG. NUMBER: ""BS02-A2878""
Last Vessel Name: Jaiwon 90
Inmarsat Number: 872 7623 87335
Old name of vessel:  Doo An 90.","REG_DEV","23/2/1996 11:43:25","GINIA.HAROLD","16/6/2016 09:55:58","(872)762387337","(872)762387335","agnes90@hmt21.com","1","444095082","49.91","46.60","SSANG YOUNG NIIGATA","CM","440770000","710","13/1/2011 00:00:00","","","Daesun Shipbuilding Co. Ltd","","450.0000","3.8400","8.80","9042025","919"
"32239","Longline","PANALOX 503","DTAU4","KR","98120026260002","427.0000","55.1400","KR","12.7100","1990","25","1200.0000","","386.0000","0","0","0","1","8.0000","0","0","0","1","614.9000","0","Previous IRCS- J8CU8 , flagged St Vincent  & flag regn.no. is 2869. Changed on 29/3/00.","REG_DEV","23/2/1996 11:43:26","REG_DEV","25/6/2013 17:43:08","763026612","763026610","fishery@sla.c.kr","1","444051710","49.47","","SSANG YONG NIGATA","CM","440517000","710","21/12/1998 00:00:00","","","Shin A Shipyard","271.0000","498.0000","3.8500","9.20","8916372","2199"
"32278","Longline","TO YU 6","BEAA","TW","CT7-0471","560.0000","54.1500","TW","11.0000","1990","28","1400.0000","","297.8670","0","0","1","0","5.0000","0","0","0","1","506.1200","0","WAS PREVIOUSLY USING THE VID #27540 WHICH HAVE BEEN ERASED FROM RREG WHEN HP9000 CRASHED IN 1991.
Previously Kao Ya No.137 now To Yu No.6.","REG_DEV","23/2/1996 11:43:31","GINIA.HAROLD","26/10/2007 17:37:39","","","","1","424699781","47.50","47.50","K287D","CM","","","","","","","","","","","",""
"32290","Longline","TOYOTOMI 28","JE2859","JP","IT1-271","175.0000","34.0000","JP","10.0000","1990","15","1150.0000","","190.0000","0","0","0","1","4.0000","0","0","0","1","100.0000","0","","REG_DEV","23/2/1996 11:43:32","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32013","Longline","ZHONG YUAN YU 665","","CN","YBH931017","98.0000","31.0000","CN","9.0000","1990","10","198.5000","","48.0000","0","0","0","0","0.0000","1","0","0","0","70.0000","0","","REG_DEV","23/2/1996 11:42:59","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32014","Longline","ZHONG YUAN YU 666","","CN","YBH931018","98.0000","31.0000","CN","9.0000","1990","10","198.5000","","48.0000","0","0","0","0","0.0000","1","0","0","0","70.0000","0","","REG_DEV","23/2/1996 11:42:59","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32015","Longline","KAZUTOKU 1","","JP","MZ2-3200","19.0000","15.9800","JP","9.0000","1990","8","130.0000","","35.0000","1","1","0","0","0.0000","0","0","1","0","15.0000","0","","REG_DEV","23/2/1996 11:42:59","SENOVEVAM","23/9/2005 10:27:12","761327668","761327667","","1","443212910","15.98","","6LAH-ST YANMAR","MT","","","","","","","","","","","",""
"32027","Longline","SAN SHENG FA","BJ3987","TW","CT4-1987","72.4700","18.0000","TW","10.0000","1990","11","1000.0000","","68.0400","0","0","1","0","2.0000","0","0","0","1","50.0000","0","Satellite phone: 8816314610-70","REG_DEV","23/2/1996 11:43:01","ALISA.VAVATAGA","7/8/2008 13:54:57","679-3362920","","taififisheries@hotmail.com","1","492050263","18.60","","MITSUBISHI","MT","","","","","","","","","","","",""
"30270","Longline","KASUGA 1","JM6022","JP","OT1-27","119.0000","31.0000","JP","9.0000","1990","13","507.0000","","90.0000","1","1","0","0","2.0000","0","1","0","0","65.0000","0","","REG_DEV","23/2/1996 11:42:38","REG_DEV","30/11/2003 19:59:34","001872643109611","001872643109610","","1","443109610","","","","CM","","","","","","","","","","","",""
"30742","Longline","JIH FU 37","BZNS","TW","CT7-0467","707.0000","49.2000","TW","12.0000","1990","25","1400.0000","","289.3230","0","0","1","0","8.0000","0","0","0","1","350.0000","0","","REG_DEV","23/2/1996 11:42:43","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"35419","Fish Carrier","SUMBERMAS SEGARA 927","","ID","","682.0000","54.0000","JP","10.0000","1990","","","","","0","","","","","","","","","","0","Entered for VAL purposes.","SENOVEVAM","3/2/2006 10:56:45","SENOVEVAM","10/2/2006 10:30:38","","","","","","","","HANSHIN 2000HP","","","","","","","","","","","","",""
"35486","Longline","TAIYO MARU NO.58","JRII","JP","S011278","379.0000","54.7100","JP","11.5000","1990","23","1000.0000","","300.8300","0","","","","","","","","1","479.1000","0","","GINIA.HAROLD","2/8/2006 09:32:15","GINIA.HAROLD","10/2/2017 11:25:38","+870-764-623-434","+870-764-623-431","fututoku8-op@alto.ocn.ne.jp","1","443299215","48.40","48.10","NIGATA 6M28BFT","CM","","","","","","Kabushiki Kaisha Kanasashi Zosensho","241.0000","","3.7500","8.70","130903","260"
"35347","Fish Carrier","MY DESIRE","DUL6090","PH","DAV4001579","63.2100","30.6400","PH","8.0000","1990","6","195.0000","","","0","","","","","","","","","","0","","CECILIAN","20/4/2005 14:53:07","CECILIAN","20/4/2005 14:53:07","","","","1","454899011","28.90","27.50","CUMMINS","","","","","","","","","","","","",""
"35229","Longline","HONG YI","BH3233","TW","CT61233","496.0000","52.6500","TW","10.5000","1990","30","1100.0000","","231.2000","0","","","","","0","0","0","1","725.0000","0","FUEL CAPACITY: 231,163.00 L","ALISAV","15/7/2004 09:27:41","GINIA.HAROLD","3/2/2016 17:01:20","02-892-962715616","8816-314-49222","","1","441600880","45.60","45.60","AKASAKA","CM","416008800","390","18/5/2009 00:00:00","","","Chung Hsin Shipbuilding Co. Ltd","188.0000","","3.6500","8.30","8652304","3763"
